Index	Reagents	Products	Rule	Energy Change
32_0	['C(C(C(C(C(CO)O)O)O)O)=O']	['C(C(C1C(C(C(O)O1)O)O)O)O']	Hemiacetal Formation for 5 membered rings	-1.45
34_0	['C(C(C(C(C(CO)O)O)O)O)=O']	['C(C1C(C(C(C(O)O1)O)O)O)O']	Hemiacetal Formation for 6 membered rings	-4.15
36_0	['C(C(C(C(C(CO)O)O)O)O)=O']	['C1C(C(C(C(C(O)O1)O)O)O)O']	Hemiacetal Formation for 7 membered rings	-7.01
38_0	['C(C(C(C=O)O)O)(CCO)=O']	['C1(C(C(C(C1CO)O)O)O)=O']	Aldol Condensation	-88.27
38_1	['C(C(C(C=O)O)O)(CCO)=O']	['C1(C(C(C(C1CO)O)O)O)=O']	Knoevenagel C	-88.27
40_0	['C(C(C(CC(CO)=O)O)O)=O']	['C1(C(C(C(C(C1)O)O)O)O)=O']	Aldol Condensation	-91.12
40_1	['C(C(C(CC(CO)=O)O)O)=O']	['C1(C(C(C(C(C1)O)O)O)O)=O']	Knoevenagel H	-91.12
41_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C1(C(C(C(C(C1)O)O)O)O)=O']	Aldol Condensation	-86.73
43_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1C(C(C(C1O)O)O)O)=O']	Aldol Condensation	-68.51
43_1	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1C(C(C(C1O)O)O)O)=O']	Knoevenagel C	-68.51
44_0	['C(CO)=O', 'C(CO)=O']	['C(C(C(CO)O)O)=O']	Aldol Condensation	-16.39
44_1	['C(CO)=O', 'C(CO)=O']	['C(C(C(CO)O)O)=O']	Knoevenagel H	-16.39
45_0	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Aldol Condensation	-13.37
45_1	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Knoevenagel H	-13.37
47_0	['O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Benzilic Acid Rearrangement	-15.27
47_1	['O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(CC(C(CO)O)O)O)(O)=O']	Cannizarro 1	-15.27
49_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(CO)O)O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)	15.27
50_0	['C(C(C(CO)O)O)=O']	['C(CO)=O', 'C(CO)=O']	Retro Aldol	16.39
50_1	['C(C(C(CO)O)O)=O']	['C(CO)=O', 'C(CO)=O']	Knoevenagel H (inv)	16.39
53_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(CO)(CO)=O', 'C(C(CO)O)=O']	Retro Aldol	10.17
53_1	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(CO)(CO)=O', 'C(C(CO)O)=O']	Knoevenagel H (inv)	10.17
55_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['C(C(CO)O)=O', 'C(CO)(CN)=O']	Retro Aldol	10.35
55_1	['C(CN)(C(C(C(CO)O)O)O)=O']	['C(C(CO)O)=O', 'C(CO)(CN)=O']	Knoevenagel H (inv)	10.35
57_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C(CO)O)=O', 'C(C(C)=O)=O']	Retro Aldol	4.31
59_0	['C(CC(C(C(CO)O)O)=O)=O']	['C(CO)=O', 'C(CC(CO)=O)=O']	Retro Aldol	18.01
59_1	['C(CC(C(C(CO)O)O)=O)=O']	['C(CO)=O', 'C(CC(CO)=O)=O']	Knoevenagel H (inv)	18.01
61_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(CO)=O', 'C(C(C(C)=O)O)=O']	Retro Aldol	8.98
64_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C=O)=O', 'C(C)(C(CO)O)=O']	Retro Aldol	5.96
67_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CC(CO)=O)O)=O', 'C=O']	Retro Aldol	29.6
67_1	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CC(CO)=O)O)=O', 'C=O']	Knoevenagel H (inv)	29.6
69_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(CO)=O', 'C(C(CCO)=O)=O']	Retro Aldol	13.37
69_1	['C(C(C(C=O)O)O)(CCO)=O']	['C(CO)=O', 'C(C(CCO)=O)=O']	Knoevenagel H (inv)	13.37
71_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(C=O)=O', 'C(CO)(CCO)=O']	Retro Aldol	10.35
71_1	['C(C(C(C=O)O)O)(CCO)=O']	['C(C=O)=O', 'C(CO)(CCO)=O']	Knoevenagel H (inv)	10.35
73_0	['C(C(C(C=O)O)O)(CCO)=O']	['C=O', 'C(C(C(C(C)=O)O)O)=O']	Retro Aldol	25.21
74_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(CO)=O', 'C(CC(CO)=O)=O']	Retro Aldol	5.18
74_1	['C(C(C(CC(CO)=O)O)O)=O']	['C(CO)=O', 'C(CC(CO)=O)=O']	Knoevenagel H (inv)	5.18
77_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C(C=O)O)=O', 'C(C)(CO)=O']	Retro Aldol	-55.64
78_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(CO)=O', 'C(C(C(C)=O)O)=O']	Retro Aldol	-43.58
78_1	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(CO)=O', 'C(C(C(C)=O)O)=O']	Knoevenagel H (inv)	-43.58
79_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C=O)O)=O', 'C(C)(CO)=O']	Retro Aldol	-51.25
79_1	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C=O)O)=O', 'C(C)(CO)=O']	Knoevenagel H (inv)	-51.25
81_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CO)=O', 'C(CC(C=O)O)=O']	Retro Aldol	13.37
81_1	['C(CC(C(C(C=O)O)O)O)=O']	['C(CO)=O', 'C(CC(C=O)O)=O']	Knoevenagel H (inv)	13.37
84_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C=O)O)O)=O', 'C(C)=O']	Retro Aldol	6.12
85_0	['C(CO)=O']	['C(CO)=O']	Keto-enol migration twice	0.0
87_0	['C(C(C(CO)O)O)=O']	['C(CO)(C(CO)O)=O']	Keto-enol migration twice	-2.0
88_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Keto-enol migration twice	2.0
90_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Keto-enol migration twice	0.0
92_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['C(C(C(CO)O)O)(C(CN)O)=O']	Keto-enol migration twice	0.0
94_0	['C(CC(C(C(CO)O)O)=O)=O']	['C(CC(C(C(CO)O)=O)O)=O']	Keto-enol migration twice	12.83
96_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(CO)=O)(CC(CO)O)=O']	Keto-enol migration twice	54.95
98_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(CC(CO)O)O)=O)=O']	Keto-enol migration twice	56.95
100_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CO)O)(CC(CO)=O)=O']	Keto-enol migration twice	-2.0
102_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CC(C(CO)=O)O)O)=O']	Keto-enol migration twice	0.0
104_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(CCO)(C(C(CO)=O)O)=O']	Keto-enol migration twice	-2.0
106_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(CCO)O)=O)O)=O']	Keto-enol migration twice	0.0
108_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(CO)(C(CC(CO)=O)O)=O']	Keto-enol migration twice	-2.0
110_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(CC(C=O)O)O)O)=O']	Keto-enol migration twice	2.0
112_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C)(C(C(C(CO)=O)O)O)=O']	Keto-enol migration twice	-2.0
114_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C=O)O)O)(C(C)O)=O']	Keto-enol migration twice	0.0
116_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CC(C(C(CO)=O)O)O)=O']	Keto-enol migration twice	-2.0
118_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['C(CO)(C(C(C(CO)O)O)N)=O']	Keto-enol migration twice	25.57
120_0	['N', 'C(CO)=O']	['O', 'C(CN)=O']	Amadori/Heyns Rearrangement	-21.36
122_0	['N', 'C(C(C(CO)O)O)=O']	['O', 'C(CN)(C(CO)O)=O']	Amadori/Heyns Rearrangement	-20.34
124_0	['N', 'C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(C(C(C(CO)O)O)O)N)=O']	Amadori/Heyns Rearrangement	17.97
126_0	['N', 'C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(C(CO)O)O)(C(CO)N)=O']	Amadori/Heyns Rearrangement	15.96
128_0	['N', 'C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(C(CO)O)O)(C(CN)N)=O']	Amadori/Heyns Rearrangement	15.96
130_0	['N', 'C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(CO)O)=O)N)=O']	Amadori/Heyns Rearrangement	28.79
132_0	['N', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(CN)=O)(CC(CO)O)=O']	Amadori/Heyns Rearrangement	36.61
134_0	['N', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CC(CO)O)N)=O)=O']	Amadori/Heyns Rearrangement	72.92
136_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C(CO)O)(CC(CN)=O)=O']	Amadori/Heyns Rearrangement	-20.34
138_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C(CC(C(CO)=O)N)O)=O']	Amadori/Heyns Rearrangement	15.96
140_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CCO)(C(C(CN)=O)O)=O']	Amadori/Heyns Rearrangement	-20.34
142_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C(CCO)N)=O)O)=O']	Amadori/Heyns Rearrangement	15.96
144_0	['N', 'C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CN)(C(CC(CO)=O)O)=O']	Amadori/Heyns Rearrangement	-20.34
146_0	['N', 'C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(CC(C(C=O)O)O)N)=O']	Amadori/Heyns Rearrangement	-9.61
148_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C)(C(C(C(CN)=O)O)O)=O']	Amadori/Heyns Rearrangement	-20.34
150_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C(C=O)O)O)(C(C)N)=O']	Amadori/Heyns Rearrangement	-11.61
152_0	['N', 'C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(C(CN)=O)O)O)=O']	Amadori/Heyns Rearrangement	-20.34
154_0	['N', 'C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(CN)(C(C(C(CO)O)O)N)=O']	Amadori/Heyns Rearrangement	7.24
156_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CO)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)O']	Cannizarro 2, glucose (oxidation)	-20.29
158_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)O']	Cannizarro 2, glucose (oxidation)	-17.27
160_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)(CC(C(CO)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
162_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)(CCO)=O']	Cannizarro 2, glucose (oxidation)	-4.44
164_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(CO)O)(CC(CO)O)=O']	Cannizarro 2, glucose (oxidation)	39.68
165_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(CO)O)(CC(CO)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
166_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)(CCO)=O']	Cannizarro 2, glucose (oxidation)	-17.27
167_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)(CC(C(CO)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
169_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C)(C(C(C(CO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
171_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CC(C(C(CO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
173_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(C(CCO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)	-17.27
175_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)N)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(C(C(CO)O)N)O)O)O']	Cannizarro 2, glucose (oxidation)	-17.27
177_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CO)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CO)(O)=O']	Cannizarro 2, glucose (reduction)	-40.02
179_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CO)O)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
181_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
183_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	Cannizarro 2, glucose (reduction)	-4.44
185_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CC(CO)O)=O)O)(O)=O']	Cannizarro 2, glucose (reduction)	39.68
187_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	Cannizarro 2, glucose (reduction)	-17.27
189_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	Cannizarro 2, glucose (reduction)	-17.27
191_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
193_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
195_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	Cannizarro 2, glucose (reduction)	-17.27
197_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(C=O)O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
199_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)N)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(C(CO)O)O)N)O)(O)=O']	Cannizarro 2, glucose (reduction)	-17.27
201_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)O)=O']	Knoevenagel C	-91.59
201_1	['C(CC(C=O)O)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)O)=O']	Knoevenagel H	-91.59
203_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1(C(C(CC1O)O)O)O)=O']	Knoevenagel C	-71.84
203_1	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1(C(C(CC1O)O)O)O)=O']	Knoevenagel H	-71.84
205_0	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel C	-10.73
205_1	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel H	-10.73
206_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['C(C(C(CO)O)O)=O', 'C(CO)(O)=O']	Knoevenagel H (inv)	-9.38
207_0	['N', 'C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CO)(C(C(C(CO)O)O)N)=O']	Amadori Rearrangement	15.96
208_0	['N', 'C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CN)(C(C(C(CO)O)O)N)=O']	Amadori Rearrangement	15.96
210_0	['N', 'C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(CO)O)N)=O)=O']	Amadori Rearrangement	-6.97
212_0	['N', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CC(CO)O)=O)N)=O']	Amadori Rearrangement	61.48
214_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)O)(C(CO)N)=O']	Amadori Rearrangement	-11.61
216_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C=O)O)N)(CCO)=O']	Amadori Rearrangement	15.96
216_1	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C=O)O)N)(CCO)=O']	Mannich Addition	15.96
218_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C(C(C(C)=O)N)O)O)=O']	Amadori Rearrangement	15.96
219_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(CCO)=O)=O']	Elimination + enol to keto	-41.01
220_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(CO)=O)=O']	Elimination + enol to keto	-49.2
221_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(C(C)=O)O)=O']	Elimination + enol to keto	-102.36
222_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(C=O)O)=O']	Elimination + enol to keto	-39.01
223_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)=O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
224_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(CO)=O)=O']	Elimination + enol to keto	-41.01
225_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(CO)=O)O)=O']	Elimination + enol to keto	-41.01
226_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CO)(C(CC(CO)=O)O)=O']	Elimination + enol to keto	-41.01
227_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(C(C(CO)=O)O)O)=O']	Elimination + enol to keto	-45.4
228_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(CO)=O)O)O)=O']	Elimination + enol to keto	-39.01
229_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CN)=O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
230_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(CN)=O)=O']	Elimination + enol to keto	-41.01
231_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(CN)=O)O)=O']	Elimination + enol to keto	-41.01
232_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CN)(C(CC(CO)=O)O)=O']	Elimination + enol to keto	-41.01
233_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(C(C(CN)=O)O)O)=O']	Elimination + enol to keto	-45.4
234_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(CN)=O)O)O)=O']	Elimination + enol to keto	-39.01
235_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto	-41.01
236_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto	-41.01
237_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)O)=O)O)(O)=O']	Elimination + enol to keto	-41.01
238_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	Elimination + enol to keto	-41.01
239_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	Elimination + enol to keto	-41.01
240_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	Elimination + enol to keto	-41.01
241_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	Elimination + enol to keto	-45.4
242_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	Elimination + enol to keto	-39.01
243_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CC(C(C(CO)O)O)O)=O']	Elimination + enol to keto	-39.01
244_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C)(C(C(C(CO)O)O)O)=O']	Elimination + enol to keto	-45.4
245_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CO)(CC(C(CO)O)O)=O']	Elimination + enol to keto	-41.01
246_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(C(CO)O)O)(CCO)=O']	Elimination + enol to keto	-41.01
247_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(CO)O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
249_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CCO)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
251_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CO)(CCC(C=O)=O)=O']	Elimination + enol to keto	-41.01
253_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C)(C(CC(C=O)=O)O)=O']	Elimination + enol to keto	-45.4
255_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(C=O)=O)O)=O']	Elimination + enol to keto	-39.01
257_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CCO)=O)=O)=O']	Elimination + enol to keto	-36.37
259_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto	-36.37
261_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)=O']	Elimination + enol to keto	-89.53
263_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto	-39.01
