	Generation	INCHIKEY	NetworkSmiles	AnalogueSmiles
10	G2	PEDCQBHIVMGVHV	C(C(CO)O)O	{'C([C@@H](CO)O)O[H]', 'C([C@H](CO)O)O[H]', 'C(C(CO)O[H])O'}
11	G2	UNXHWFMMPAWVPI	C(C(C(CO)O)O)O	{'C([C@H]([C@H](CO)O)O[H])O', 'C([C@@H]([C@@H](CO)O)O[H])O', 'C([C@H]([C@@H](CO)O)O[H])O', 'C([C@@H]([C@H](CO)O)O[H])O', 'C([C@@H]([C@@H](CO)O)O)O[H]', 'C([C@H]([C@@H](CO)O)O)O[H]', 'C([C@@H]([C@H](CO)O)O)O[H]', 'C([C@H]([C@H](CO)O)O)O[H]'}
12	G2	RBNPOMFGQQGHHO	C(C(CO)O)(O)=O	{'C(=O)([C@@H](CO)O[H])O', 'C(=O)([C@H](CO)O)O[H]', 'C(=O)([C@H](CO[H])O)O', 'C(=O)([C@@H](CO)O)O[H]', 'C(=O)([C@H](CO)O[H])O', 'C(=O)([C@@H](CO[H])O)O'}
13	G2	JPIJQSOTBSSVTP	C(C(C(CO)O)O)(O)=O	{'C(=O)([C@@H]([C@@H](CO)O[H])O)O', 'C(=O)([C@H]([C@H](CO)O)O[H])O', 'C(=O)([C@H]([C@@H](CO)O)O)O[H]', 'C(=O)([C@H]([C@H](CO[H])O)O)O', 'C(=O)([C@@H]([C@H](CO)O[H])O)O', 'C(=O)([C@H]([C@@H](CO)O)O[H])O', 'C(=O)([C@@H]([C@H](CO)O)O)O[H]', 'C(=O)([C@H]([C@@H](CO)O[H])O)O', 'C(=O)([C@H]([C@H](CO)O[H])O)O', 'C(=O)([C@@H]([C@@H](CO)O)O)O[H]', 'C(=O)([C@H]([C@@H](CO[H])O)O)O', 'C(=O)([C@@H]([C@H](CO[H])O)O)O', 'C(=O)([C@H]([C@H](CO)O)O)O[H]', 'C(=O)([C@@H]([C@H](CO)O)O[H])O', 'C(=O)([C@@H]([C@@H](CO[H])O)O)O', 'C(=O)([C@@H]([C@@H](CO)O)O[H])O'}
14	G2	MMZWUQKSIXGQLM	C(C(CO)(C(CN)O)O)=O	{'C(=O)[C@](CO[H])([C@H](CN)O)O', 'C(=O)[C@](CO)([C@@H](CN([H])[H])O)O', 'C(=O)[C@](CO)([C@H](CN)O[H])O', 'C(=O)[C@@](CO)([C@H](CN)O)O[H]', 'C(=O)[C@@](CO)([C@@H](CN([H])[H])O)O', 'C(=O)[C@@](CO[H])([C@H](CN)O)O', 'C(=O)[C@](CO[H])([C@@H](CN)O)O', 'C(=O)[C@@](CO[H])([C@@H](CN)O)O', 'C(=O)[C@](CO)([C@H](CN)O)O[H]', 'C(=O)[C@@](CO)([C@@H](CN)O)O[H]', 'C(=O)[C@](CO)([C@H](CN([H])[H])O)O', 'C(=O)[C@](CO)([C@@H](CN)O)O[H]', 'C(=O)[C@](CO)([C@@H](CN)O[H])O', 'C(=O)[C@@](CO)([C@@H](CN)O[H])O', 'C(=O)[C@@](CO)([C@H](CN([H])[H])O)O', 'C(=O)[C@@](CO)([C@H](CN)O[H])O'}
15	G2	MGKXNCNVFOFGIA	C(C(C(CO)O)(C(CN)O)O)=O	{'C(=O)[C@]([C@@H](CN)O)([C@@H](CO)O)O[H]', 'C(=O)[C@]([C@@H](CO)O[H])([C@H](CN)O)O', 'C(=O)[C@]([C@@H](CN)O)([C@H](CO)O)O[H]', 'C(=O)[C@@]([C@H](CO)O[H])([C@@H](CN)O)O', 'C(=O)[C@@]([C@@H](CN)O)([C@@H](CO)O)O[H]', 'C(=O)[C@]([C@@H](CO[H])O)([C@H](CN)O)O', 'C(=O)[C@]([C@@H](CO)O[H])([C@@H](CN)O)O', 'C(=O)[C@]([C@H](CO[H])O)([C@H](CN)O)O', 'C(=O)[C@@]([C@H](CN)O)([C@@H](CO)O)O[H]', 'C(=O)[C@]([C@@H](CO[H])O)([C@@H](CN)O)O', 'C(=O)[C@@]([C@H](CN)O)([C@H](CO)O)O[H]', 'C(=O)[C@@]([C@@H](CO)O[H])([C@@H](CN)O)O', 'C(=O)[C@@]([C@H](CO[H])O)([C@@H](CN)O)O', 'C(=O)[C@@]([C@@H](CN)O[H])([C@@H](CO)O)O', 'C(=O)[C@@]([C@@H](CO[H])O)([C@@H](CN)O)O', 'C(=O)[C@]([C@H](CN)O[H])([C@@H](CO)O)O', 'C(=O)[C@]([C@H](CO)O[H])([C@H](CN)O)O', 'C(=O)[C@]([C@@H](CN)O[H])([C@@H](CO)O)O', 'C(=O)[C@]([C@@H](CN)O[H])([C@H](CO)O)O', 'C(=O)[C@@]([C@H](CO[H])O)([C@H](CN)O)O', 'C(=O)[C@@]([C@@H](CO)O[H])([C@H](CN)O)O', 'C(=O)[C@@]([C@@H](CN)O[H])([C@H](CO)O)O', 'C(=O)[C@]([C@H](CN)O)([C@H](CO)O)O[H]', 'C(=O)[C@]([C@H](CO[H])O)([C@@H](CN)O)O', 'C(=O)[C@@]([C@@H](CN)O)([C@H](CO)O)O[H]', 'C(=O)[C@@]([C@H](CN)O[H])([C@H](CO)O)O', 'C(=O)[C@]([C@H](CO)O[H])([C@@H](CN)O)O', 'C(=O)[C@@]([C@@H](CO[H])O)([C@H](CN)O)O', 'C(=O)[C@]([C@H](CN)O)([C@@H](CO)O)O[H]', 'C(=O)[C@]([C@H](CN)O[H])([C@H](CO)O)O', 'C(=O)[C@@]([C@H](CN)O[H])([C@@H](CO)O)O', 'C(=O)[C@@]([C@H](CO)O[H])([C@H](CN)O)O'}
16	G2	OUEKYUKJSLEOIU	C(C(CO)(CO)O)=O	{'C(=O)[C@](CO[H])(CO)O', 'C(=O)C(CO)(CO)O[H]', 'C(=O)[C@@](CO[H])(CO)O'}
17	G2	XUSNIIKGKKSRDZ	C(C(CO)(C(CO)O)O)=O	{'C(=O)[C@@](CO)([C@H](CO[H])O)O', 'C(=O)[C@](CO[H])([C@@H](CO)O)O', 'C(=O)[C@@](CO)([C@@H](CO)O[H])O', 'C(=O)[C@@](CO[H])([C@H](CO)O)O', 'C(=O)[C@@](CO[H])([C@@H](CO)O)O', 'C(=O)[C@@](CO)([C@H](CO)O[H])O', 'C(=O)[C@@](CO)([C@H](CO)O)O[H]', 'C(=O)[C@@](CO)([C@@H](CO)O)O[H]', 'C(=O)[C@](CO)([C@@H](CO)O)O[H]', 'C(=O)[C@@](CO)([C@@H](CO[H])O)O', 'C(=O)[C@](CO)([C@H](CO)O[H])O', 'C(=O)[C@](CO)([C@@H](CO[H])O)O', 'C(=O)[C@](CO)([C@H](CO)O)O[H]', 'C(=O)[C@](CO[H])([C@H](CO)O)O', 'C(=O)[C@](CO)([C@@H](CO)O[H])O', 'C(=O)[C@](CO)([C@H](CO[H])O)O'}
18	G2	WITVYMTUWTVRND	C(C(C(CN)O)O)(O)=O	{'C(=O)([C@H]([C@H](CN)O)O)O[H]', 'C(=O)([C@@H]([C@H](CN)O)O)O[H]', 'C(=O)([C@@H]([C@H](CN)O[H])O)O', 'C(=O)([C@@H]([C@@H](CN)O)O)O[H]', 'C(=O)([C@@H]([C@H](CN([H])[H])O)O)O', 'C(=O)([C@H]([C@@H](CN)O)O[H])O', 'C(=O)([C@H]([C@@H](CN([H])[H])O)O)O', 'C(=O)([C@H]([C@@H](CN)O)O)O[H]', 'C(=O)([C@@H]([C@@H](CN([H])[H])O)O)O', 'C(=O)([C@@H]([C@@H](CN)O[H])O)O', 'C(=O)([C@H]([C@H](CN)O[H])O)O', 'C(=O)([C@H]([C@@H](CN)O[H])O)O', 'C(=O)([C@@H]([C@@H](CN)O)O[H])O', 'C(=O)([C@@H]([C@H](CN)O)O[H])O', 'C(=O)([C@H]([C@H](CN([H])[H])O)O)O', 'C(=O)([C@H]([C@H](CN)O)O[H])O'}
19	G2	GECVMGDGBBOZSR	C(C(C(CO)NCC=O)O)=O	{'C(=O)CN[C@H](CO[H])[C@@H](C=O)O', 'C(=O)CN[C@H](CO[H])[C@H](C=O)O', 'C(=O)CN[C@@H](CO[H])[C@@H](C=O)O', 'C(=O)CN[C@@H](CO)[C@@H](C=O)O[H]', 'C(=O)CN[C@H](CO)[C@H](C=O)O[H]', 'C(=O)CN[C@@H](CO[H])[C@H](C=O)O', 'C(=O)CN[C@@H](CO)[C@H](C=O)O[H]', 'C(=O)CN[C@H](CO)[C@@H](C=O)O[H]'}
20	G2	KXMAOQJMLAAVJY	C(C(C(CO)N)O)=O	{'C(=O)[C@@H]([C@H](CO)N)O[H]', 'C(=O)[C@@H]([C@@H](CO[H])N)O', 'C(=O)[C@@H]([C@H](CO[H])N)O', 'C(=O)[C@H]([C@@H](CO[H])N)O', 'C(=O)[C@H]([C@H](CO)N([H])[H])O', 'C(=O)[C@H]([C@H](CO)N)O[H]', 'C(=O)[C@@H]([C@@H](CO)N([H])[H])O', 'C(=O)[C@@H]([C@H](CO)N([H])[H])O', 'C(=O)[C@H]([C@@H](CO)N)O[H]', 'C(=O)[C@H]([C@@H](CO)N([H])[H])O', 'C(=O)[C@@H]([C@@H](CO)N)O[H]', 'C(=O)[C@H]([C@H](CO[H])N)O'}
21	G2	FMAORJIQYMIRHF	C1C(C(C(O)O1)O)O	{'C1[C@@H]([C@@H]([C@@H](O1)O[H])O)O', 'C1[C@@H]([C@@H]([C@@H](O1)O)O)O[H]', 'C1[C@@H]([C@H]([C@H](O1)O)O)O[H]', 'C1[C@H]([C@H]([C@H](O1)O)O)O[H]', 'C1[C@H]([C@@H]([C@@H](O1)O)O)O[H]', 'C1[C@H]([C@H]([C@@H](O1)O[H])O)O', 'C1[C@H]([C@@H]([C@@H](O1)O[H])O)O', 'C1[C@H]([C@@H]([C@H](O1)O)O)O[H]', 'C1[C@H]([C@H]([C@H](O1)O)O[H])O', 'C1[C@@H]([C@H]([C@H](O1)O)O[H])O', 'C1[C@@H]([C@H]([C@@H](O1)O)O)O[H]', 'C1[C@@H]([C@@H]([C@H](O1)O[H])O)O', 'C1[C@H]([C@H]([C@@H](O1)O)O)O[H]', 'C1[C@@H]([C@H]([C@@H](O1)O)O[H])O', 'C1[C@H]([C@@H]([C@@H](O1)O)O[H])O', 'C1[C@H]([C@@H]([C@H](O1)O[H])O)O', 'C1[C@@H]([C@@H]([C@@H](O1)O)O[H])O', 'C1[C@@H]([C@H]([C@@H](O1)O[H])O)O', 'C1[C@H]([C@H]([C@H](O1)O[H])O)O', 'C1[C@@H]([C@@H]([C@H](O1)O)O[H])O', 'C1[C@@H]([C@H]([C@H](O1)O[H])O)O', 'C1[C@H]([C@H]([C@@H](O1)O)O[H])O', 'C1[C@H]([C@@H]([C@H](O1)O)O[H])O', 'C1[C@@H]([C@@H]([C@H](O1)O)O)O[H]'}
22	G3	PSUSVGBSODGBTL	C1(CNCC(C1O)O)=O	{'C1(=O)CNC[C@H]([C@H]1O)O[H]', 'C1(=O)CNC[C@@H]([C@@H]1O[H])O', 'C1(=O)CNC[C@H]([C@H]1O[H])O', 'C1(=O)CNC[C@H]([C@@H]1O[H])O', 'C1(=O)CNC[C@@H]([C@H]1O)O[H]', 'C1(=O)CNC[C@@H]([C@@H]1O)O[H]', 'C1(=O)CNC[C@H]([C@@H]1O)O[H]', 'C1(=O)CNC[C@@H]([C@H]1O[H])O'}
23	G3	OGYDNRAJWUFKAN	C(C1C(C(CN1)O)O)=O	{'C(=O)[C@@H]1[C@H]([C@@H](CN1)O)O[H]', 'C(=O)[C@@H]1[C@@H]([C@H](CN1)O)O[H]', 'C(=O)[C@H]1[C@H]([C@H](CN1)O)O[H]', 'C(=O)[C@H]1[C@@H]([C@@H](CN1)O[H])O', 'C(=O)[C@H]1[C@@H]([C@H](CN1)O)O[H]', 'C(=O)[C@@H]1[C@H]([C@H](CN1)O[H])O', 'C(=O)[C@@H]1[C@@H]([C@H](CN1)O[H])O', 'C(=O)[C@H]1[C@H]([C@@H](CN1)O[H])O', 'C(=O)[C@@H]1[C@@H]([C@@H](CN1)O)O[H]', 'C(=O)[C@H]1[C@@H]([C@@H](CN1)O)O[H]', 'C(=O)[C@H]1[C@H]([C@H](CN1)O[H])O', 'C(=O)[C@H]1[C@@H]([C@H](CN1)O[H])O', 'C(=O)[C@@H]1[C@H]([C@@H](CN1)O[H])O', 'C(=O)[C@H]1[C@H]([C@@H](CN1)O)O[H]', 'C(=O)[C@@H]1[C@@H]([C@@H](CN1)O[H])O', 'C(=O)[C@@H]1[C@H]([C@H](CN1)O)O[H]'}
